tahun,bulan,kuartal,wilayah_enc,komoditas_enc,harga_lag1,harga_lag2,harga_lag3,harga_rolling3
0.6666666666666666,-0.4,-1.0,-1.0,-0.8,-0.2468354430379747,-0.24101479915433405,-0.2404255319148936,-0.2480809490579204
0.6666666666666666,-0.2,-1.0,-1.0,-0.8,-0.24472573839662448,-0.24101479915433405,-0.2404255319148936,-0.2473831123517097
0.6666666666666666,0.0,0.0,-1.0,-0.8,-0.23417721518987342,-0.23890063424947147,-0.2404255319148936,-0.24319609211444523
0.6666666666666666,0.2,0.0,-1.0,-0.8,-0.23839662447257384,-0.22832980972515857,-0.23829787234042554,-0.24040474528960218
0.6666666666666666,0.4,0.0,-1.0,-0.8,-0.24050632911392406,-0.23255813953488372,-0.2276595744680851,-0.23900907187718073
0.6666666666666666,0.6,1.0,-1.0,-0.8,-0.23839662447257384,-0.2346723044397463,-0.23191489361702128,-0.24040474528960218
-1.0,-0.6,-1.0,-1.0,-0.7,-0.4029535864978903,-0.386892177589852,-0.3872340425531915,-0.39602233077459875
-1.0,-0.4,-1.0,-1.0,-0.7,-0.41350210970464135,-0.3974630021141649,-0.3872340425531915,-0.40300069783670617
-1.0,-0.2,-1.0,-1.0,-0.7,-0.41350210970464135,-0.4080338266384778,-0.39787234042553193,-0.4099790648988136
-1.0,0.0,0.0,-1.0,-0.7,-0.4050632911392405,-0.4080338266384778,-0.4085106382978723,-0.4106769016050244
-1.0,0.2,0.0,-1.0,-0.7,-0.4029535864978903,-0.39957716701902746,-0.4085106382978723,-0.40718771807397064
-1.0,0.4,0.0,-1.0,-0.7,-0.4050632911392405,-0.3974630021141649,-0.4,-0.4043963712491277
-1.0,0.6,1.0,-1.0,-0.7,-0.4050632911392405,-0.39957716701902746,-0.39787234042553193,-0.4043963712491277
-1.0,0.8,1.0,-1.0,-0.7,-0.4050632911392405,-0.39957716701902746,-0.4,-0.4050942079553384
-1.0,1.0,1.0,-1.0,-0.7,-0.4092827004219409,-0.39957716701902746,-0.4,-0.40648988136775993
-0.6666666666666666,-1.2,-2.0,-1.0,-0.7,-0.4050632911392405,-0.40380549682875266,-0.4,-0.40648988136775993
-0.6666666666666666,-1.0,-2.0,-1.0,-0.7,-0.4050632911392405,-0.39957716701902746,-0.40425531914893614,-0.40648988136775993
-0.6666666666666666,-0.8,-2.0,-1.0,-0.7,-0.39451476793248946,-0.39957716701902746,-0.4,-0.40160502442428464
-0.6666666666666666,-0.6,-1.0,-1.0,-0.7,-0.4050632911392405,-0.3890063424947146,-0.4,-0.40160502442428464
